tas,date, Country, ISO3, ISO2
23.1724,1958-6,KEN,,
22.3336,1958-7,KEN,,
23.2416,1958-8,KEN,,
24.3641,1958-9,KEN,,
24.9665,1958-10,KEN,,
25.1433,1958-11,KEN,,
24.4846,1958-12,KEN,,
25.1044,1959-1,KEN,,
25.691,1959-2,KEN,,
25.6336,1959-3,KEN,,
25.4462,1959-4,KEN,,
24.559,1959-5,KEN,,
23.0885,1959-6,KEN,,
22.1042,1959-7,KEN,,
22.7266,1959-8,KEN,,
24.0048,1959-9,KEN,,
25.1075,1959-10,KEN,,
25.144,1959-11,KEN,,
24.8103,1959-12,KEN,,
24.8179,1960-1,KEN,,
25.6817,1960-2,KEN,,
25.6558,1960-3,KEN,,
24.9581,1960-4,KEN,,
24.6049,1960-5,KEN,,
23.0552,1960-6,KEN,,
22.6673,1960-7,KEN,,
23.0887,1960-8,KEN,,
23.8661,1960-9,KEN,,
24.388,1960-10,KEN,,
24.5648,1960-11,KEN,,
24.7959,1960-12,KEN,,
25.2761,1961-1,KEN,,
26.1876,1961-2,KEN,,
26.2472,1961-3,KEN,,
25.6491,1961-4,KEN,,
25.6303,1961-5,KEN,,
24.0336,1961-6,KEN,,
23.2141,1961-7,KEN,,
22.9522,1961-8,KEN,,
23.6719,1961-9,KEN,,
23.9052,1961-10,KEN,,
23.3719,1961-11,KEN,,
24.0781,1961-12,KEN,,
23.8245,1962-1,KEN,,
24.9562,1962-2,KEN,,
25.6773,1962-3,KEN,,
25.5027,1962-4,KEN,,
23.8904,1962-5,KEN,,
23.3921,1962-6,KEN,,
22.6724,1962-7,KEN,,
23.3777,1962-8,KEN,,
23.9038,1962-9,KEN,,
24.7221,1962-10,KEN,,
24.5062,1962-11,KEN,,
24.3764,1962-12,KEN,,
24.6024,1963-1,KEN,,
25.5107,1963-2,KEN,,
26.1284,1963-3,KEN,,
24.8003,1963-4,KEN,,
23.8742,1963-5,KEN,,
22.8681,1963-6,KEN,,
22.6531,1963-7,KEN,,
22.5748,1963-8,KEN,,
23.4035,1963-9,KEN,,
25.1059,1963-10,KEN,,
24.5059,1963-11,KEN,,
23.9079,1963-12,KEN,,
24.293,1964-1,KEN,,
25.9355,1964-2,KEN,,
26.4592,1964-3,KEN,,
25.2355,1964-4,KEN,,
24.0243,1964-5,KEN,,
23.1323,1964-6,KEN,,
21.7363,1964-7,KEN,,
22.3398,1964-8,KEN,,
22.8771,1964-9,KEN,,
23.788,1964-10,KEN,,
24.382,1964-11,KEN,,
23.4645,1964-12,KEN,,
24.0642,1965-1,KEN,,
25.1794,1965-2,KEN,,
25.7329,1965-3,KEN,,
24.9783,1965-4,KEN,,
24.5289,1965-5,KEN,,
22.8391,1965-6,KEN,,
22.3366,1965-7,KEN,,
22.8333,1965-8,KEN,,
23.9625,1965-9,KEN,,
24.1003,1965-10,KEN,,
23.9567,1965-11,KEN,,
24.7031,1965-12,KEN,,
25.1091,1966-1,KEN,,
26.2226,1966-2,KEN,,
26.0262,1966-3,KEN,,
24.7101,1966-4,KEN,,
24.5501,1966-5,KEN,,
23.3008,1966-6,KEN,,
23.1269,1966-7,KEN,,
23.0335,1966-8,KEN,,
24.1609,1966-9,KEN,,
24.4625,1966-10,KEN,,
23.9669,1966-11,KEN,,
24.6976,1966-12,KEN,,
24.6931,1967-1,KEN,,
25.6125,1967-2,KEN,,
26.451,1967-3,KEN,,
25.1631,1967-4,KEN,,
24.1749,1967-5,KEN,,
23.155,1967-6,KEN,,
22.5908,1967-7,KEN,,
22.5744,1967-8,KEN,,
23.2066,1967-9,KEN,,
24.2552,1967-10,KEN,,
23.6279,1967-11,KEN,,
23.5952,1967-12,KEN,,
23.6529,1968-1,KEN,,
24.6894,1968-2,KEN,,
24.6452,1968-3,KEN,,
23.9752,1968-4,KEN,,
23.4213,1968-5,KEN,,
22.2332,1968-6,KEN,,
21.7088,1968-7,KEN,,
22.3181,1968-8,KEN,,
23.5564,1968-9,KEN,,
24.3697,1968-10,KEN,,
23.7149,1968-11,KEN,,
24.0378,1968-12,KEN,,
24.4393,1969-1,KEN,,
24.6482,1969-2,KEN,,
25.4825,1969-3,KEN,,
26.1786,1969-4,KEN,,
24.2979,1969-5,KEN,,
23.2914,1969-6,KEN,,
23.1042,1969-7,KEN,,
22.8685,1969-8,KEN,,
24.0397,1969-9,KEN,,
25.4302,1969-10,KEN,,
24.8566,1969-11,KEN,,
24.746,1969-12,KEN,,
25.3771,1970-1,KEN,,
26.1425,1970-2,KEN,,
26.3596,1970-3,KEN,,
24.885,1970-4,KEN,,
24.592,1970-5,KEN,,
23.4676,1970-6,KEN,,
22.9764,1970-7,KEN,,
23.1041,1970-8,KEN,,
23.7038,1970-9,KEN,,
24.8239,1970-10,KEN,,
24.9195,1970-11,KEN,,
24.7691,1970-12,KEN,,
24.9149,1971-1,KEN,,
24.9645,1971-2,KEN,,
25.3445,1971-3,KEN,,
25.253,1971-4,KEN,,
23.7902,1971-5,KEN,,
22.4617,1971-6,KEN,,
22.282,1971-7,KEN,,
22.6531,1971-8,KEN,,
23.2787,1971-9,KEN,,
23.821,1971-10,KEN,,
24.5648,1971-11,KEN,,
24.2608,1971-12,KEN,,
24.7045,1972-1,KEN,,
24.9247,1972-2,KEN,,
25.8839,1972-3,KEN,,
26.1835,1972-4,KEN,,
24.8456,1972-5,KEN,,
23.6909,1972-6,KEN,,
22.9968,1972-7,KEN,,
23.5907,1972-8,KEN,,
24.2599,1972-9,KEN,,
25.2158,1972-10,KEN,,
24.646,1972-11,KEN,,
25.2018,1972-12,KEN,,
25.4071,1973-1,KEN,,
26.2642,1973-2,KEN,,
26.9617,1973-3,KEN,,
26.7477,1973-4,KEN,,
24.9758,1973-5,KEN,,
23.6584,1973-6,KEN,,
22.7389,1973-7,KEN,,
23.3805,1973-8,KEN,,
23.8592,1973-9,KEN,,
25.0934,1973-10,KEN,,
24.6965,1973-11,KEN,,
24.1557,1973-12,KEN,,
24.7616,1974-1,KEN,,
25.3141,1974-2,KEN,,
25.3675,1974-3,KEN,,
25.119,1974-4,KEN,,
24.3291,1974-5,KEN,,
23.6406,1974-6,KEN,,
22.7667,1974-7,KEN,,
23.1326,1974-8,KEN,,
23.3367,1974-9,KEN,,
24.6972,1974-10,KEN,,
24.3498,1974-11,KEN,,
24.5273,1974-12,KEN,,
24.7298,1975-1,KEN,,
25.8757,1975-2,KEN,,
26.4833,1975-3,KEN,,
25.6581,1975-4,KEN,,
24.387,1975-5,KEN,,
23.0811,1975-6,KEN,,
22.6451,1975-7,KEN,,
22.4373,1975-8,KEN,,
23.2535,1975-9,KEN,,
24.2398,1975-10,KEN,,
24.2346,1975-11,KEN,,
24.6716,1975-12,KEN,,
24.7142,1976-1,KEN,,
25.8998,1976-2,KEN,,
26.0118,1976-3,KEN,,
25.3322,1976-4,KEN,,
24.6684,1976-5,KEN,,
23.7913,1976-6,KEN,,
22.8268,1976-7,KEN,,
23.2022,1976-8,KEN,,
23.7513,1976-9,KEN,,
24.9143,1976-10,KEN,,
25.2239,1976-11,KEN,,
25.2119,1976-12,KEN,,
25.2839,1977-1,KEN,,
25.9611,1977-2,KEN,,
26.2947,1977-3,KEN,,
25.4691,1977-4,KEN,,
24.5692,1977-5,KEN,,
23.4632,1977-6,KEN,,
23.1095,1977-7,KEN,,
23.0148,1977-8,KEN,,
23.9941,1977-9,KEN,,
24.9896,1977-10,KEN,,
23.679,1977-11,KEN,,
24.2124,1977-12,KEN,,
24.3917,1978-1,KEN,,
25.239,1978-2,KEN,,
25.1134,1978-3,KEN,,
25.1278,1978-4,KEN,,
23.7682,1978-5,KEN,,
23.4855,1978-6,KEN,,
22.5801,1978-7,KEN,,
23.3628,1978-8,KEN,,
24.1997,1978-9,KEN,,
24.8863,1978-10,KEN,,
24.4153,1978-11,KEN,,
24.1864,1978-12,KEN,,
24.847,1979-1,KEN,,
25.3612,1979-2,KEN,,
25.3737,1979-3,KEN,,
25.2088,1979-4,KEN,,
24.1447,1979-5,KEN,,
22.6867,1979-6,KEN,,
22.4986,1979-7,KEN,,
23.4511,1979-8,KEN,,
24.0439,1979-9,KEN,,
24.5932,1979-10,KEN,,
24.7992,1979-11,KEN,,
25.3843,1979-12,KEN,,
24.9568,1980-1,KEN,,
25.8733,1980-2,KEN,,
26.4956,1980-3,KEN,,
26.2279,1980-4,KEN,,
25.0317,1980-5,KEN,,
23.492,1980-6,KEN,,
22.9343,1980-7,KEN,,
22.9795,1980-8,KEN,,
24.1741,1980-9,KEN,,
25.3474,1980-10,KEN,,
25.0751,1980-11,KEN,,
24.797,1980-12,KEN,,
25.6165,1981-1,KEN,,
26.0414,1981-2,KEN,,
25.8874,1981-3,KEN,,
24.8299,1981-4,KEN,,
23.9746,1981-5,KEN,,
23.5272,1981-6,KEN,,
22.5537,1981-7,KEN,,
23.4873,1981-8,KEN,,
24.038,1981-9,KEN,,
24.955,1981-10,KEN,,
24.8589,1981-11,KEN,,
24.7056,1981-12,KEN,,
25.3275,1982-1,KEN,,
25.9652,1982-2,KEN,,
26.1824,1982-3,KEN,,
24.8307,1982-4,KEN,,
24.0342,1982-5,KEN,,
23.3286,1982-6,KEN,,
22.7368,1982-7,KEN,,
22.7329,1982-8,KEN,,
23.6832,1982-9,KEN,,
24.0399,1982-10,KEN,,
24.368,1982-11,KEN,,
24.4716,1982-12,KEN,,
25.2109,1983-1,KEN,,
26.1402,1983-2,KEN,,
26.6202,1983-3,KEN,,
26.5441,1983-4,KEN,,
24.9014,1983-5,KEN,,
24.2404,1983-6,KEN,,
23.6185,1983-7,KEN,,
23.6653,1983-8,KEN,,
23.9387,1983-9,KEN,,
25.3147,1983-10,KEN,,
24.9867,1983-11,KEN,,
24.442,1983-12,KEN,,
24.5423,1984-1,KEN,,
24.9914,1984-2,KEN,,
26.2396,1984-3,KEN,,
25.6733,1984-4,KEN,,
25.0877,1984-5,KEN,,
23.149,1984-6,KEN,,
22.7705,1984-7,KEN,,
23.1029,1984-8,KEN,,
24.0007,1984-9,KEN,,
24.3366,1984-10,KEN,,
23.8423,1984-11,KEN,,
24.0775,1984-12,KEN,,
24.8021,1985-1,KEN,,
25.3545,1985-2,KEN,,
25.4327,1985-3,KEN,,
24.8104,1985-4,KEN,,
23.8912,1985-5,KEN,,
23.0532,1985-6,KEN,,
22.5603,1985-7,KEN,,
22.9948,1985-8,KEN,,
23.8955,1985-9,KEN,,
24.5229,1985-10,KEN,,
24.8634,1985-11,KEN,,
24.8036,1985-12,KEN,,
24.9183,1986-1,KEN,,
25.8633,1986-2,KEN,,
25.7982,1986-3,KEN,,
25.1253,1986-4,KEN,,
24.0086,1986-5,KEN,,
23.1308,1986-6,KEN,,
22.6728,1986-7,KEN,,
23.2041,1986-8,KEN,,
23.9649,1986-9,KEN,,
25.315,1986-10,KEN,,
25.0111,1986-11,KEN,,
24.4503,1986-12,KEN,,
24.8573,1987-1,KEN,,
25.6993,1987-2,KEN,,
26.6413,1987-3,KEN,,
26.1311,1987-4,KEN,,
24.6258,1987-5,KEN,,
23.4177,1987-6,KEN,,
23.4208,1987-7,KEN,,
23.6056,1987-8,KEN,,
24.9632,1987-9,KEN,,
25.6661,1987-10,KEN,,
25.3669,1987-11,KEN,,
25.4876,1987-12,KEN,,
26.2084,1988-1,KEN,,
26.7381,1988-2,KEN,,
26.9934,1988-3,KEN,,
25.5338,1988-4,KEN,,
24.8055,1988-5,KEN,,
24.0194,1988-6,KEN,,
22.9786,1988-7,KEN,,
23.557,1988-8,KEN,,
23.8517,1988-9,KEN,,
25.0005,1988-10,KEN,,
24.0031,1988-11,KEN,,
24.1653,1988-12,KEN,,
24.4888,1989-1,KEN,,
24.7495,1989-2,KEN,,
25.846,1989-3,KEN,,
24.3983,1989-4,KEN,,
23.8154,1989-5,KEN,,
23.1662,1989-6,KEN,,
22.7504,1989-7,KEN,,
23.1079,1989-8,KEN,,
24.1724,1989-9,KEN,,
24.7327,1989-10,KEN,,
24.0996,1989-11,KEN,,
24.2472,1989-12,KEN,,
24.469,1990-1,KEN,,
25.8589,1990-2,KEN,,
25.4597,1990-3,KEN,,
24.84,1990-4,KEN,,
24.8349,1990-5,KEN,,
23.3456,1990-6,KEN,,
22.8474,1990-7,KEN,,
23.2481,1990-8,KEN,,
23.9539,1990-9,KEN,,
24.9326,1990-10,KEN,,
24.6549,1990-11,KEN,,
24.1642,1990-12,KEN,,
24.9749,1991-1,KEN,,
26.0389,1991-2,KEN,,
26.1007,1991-3,KEN,,
25.6117,1991-4,KEN,,
24.5972,1991-5,KEN,,
23.9335,1991-6,KEN,,
22.869,1991-7,KEN,,
22.7778,1991-8,KEN,,
23.9856,1991-9,KEN,,
25.5416,1991-10,KEN,,
24.4987,1991-11,KEN,,
24.6603,1991-12,KEN,,
23.9783,1992-1,KEN,,
26.4495,1992-2,KEN,,
26.4825,1992-3,KEN,,
26.077,1992-4,KEN,,
24.6422,1992-5,KEN,,
24.0012,1992-6,KEN,,
22.7881,1992-7,KEN,,
22.6085,1992-8,KEN,,
23.9175,1992-9,KEN,,
24.8249,1992-10,KEN,,
24.2661,1992-11,KEN,,
24.5086,1992-12,KEN,,
24.0554,1993-1,KEN,,
24.7506,1993-2,KEN,,
25.6712,1993-3,KEN,,
25.9852,1993-4,KEN,,
25.0545,1993-5,KEN,,
23.7293,1993-6,KEN,,
22.772,1993-7,KEN,,
23.3712,1993-8,KEN,,
23.8067,1993-9,KEN,,
25.0648,1993-10,KEN,,
25.4003,1993-11,KEN,,
23.523,1993-12,KEN,,
24.3338,1994-1,KEN,,
25.8469,1994-2,KEN,,
25.4542,1994-3,KEN,,
25.4987,1994-4,KEN,,
24.636,1994-5,KEN,,
23.6743,1994-6,KEN,,
22.9638,1994-7,KEN,,
23.4674,1994-8,KEN,,
24.185,1994-9,KEN,,
25.2878,1994-10,KEN,,
24.0848,1994-11,KEN,,
24.2292,1994-12,KEN,,
24.9173,1995-1,KEN,,
25.9905,1995-2,KEN,,
26.0357,1995-3,KEN,,
25.9741,1995-4,KEN,,
24.8178,1995-5,KEN,,
24.25,1995-6,KEN,,
23.2386,1995-7,KEN,,
23.5875,1995-8,KEN,,
24.2486,1995-9,KEN,,
25.3587,1995-10,KEN,,
25.1489,1995-11,KEN,,
24.9749,1995-12,KEN,,
25.6384,1996-1,KEN,,
26.5305,1996-2,KEN,,
26.5395,1996-3,KEN,,
25.8825,1996-4,KEN,,
24.7916,1996-5,KEN,,
23.8763,1996-6,KEN,,
23.1048,1996-7,KEN,,
23.1909,1996-8,KEN,,
24.0581,1996-9,KEN,,
24.9987,1996-10,KEN,,
24.5339,1996-11,KEN,,
24.5666,1996-12,KEN,,
25.5407,1997-1,KEN,,
26.0216,1997-2,KEN,,
26.1673,1997-3,KEN,,
25.2619,1997-4,KEN,,
24.7092,1997-5,KEN,,
23.7477,1997-6,KEN,,
23.3882,1997-7,KEN,,
23.9922,1997-8,KEN,,
25.1961,1997-9,KEN,,
25.092,1997-10,KEN,,
24.53,1997-11,KEN,,
24.775,1997-12,KEN,,
25.6184,1998-1,KEN,,
26.2578,1998-2,KEN,,
26.7214,1998-3,KEN,,
25.6433,1998-4,KEN,,
24.263,1998-5,KEN,,
23.9976,1998-6,KEN,,
23.2663,1998-7,KEN,,
23.043,1998-8,KEN,,
24.2255,1998-9,KEN,,
25.9837,1998-10,KEN,,
24.7868,1998-11,KEN,,
25.0808,1998-12,KEN,,
25.6175,1999-1,KEN,,
25.91,1999-2,KEN,,
26.7558,1999-3,KEN,,
25.8325,1999-4,KEN,,
24.4059,1999-5,KEN,,
24.1095,1999-6,KEN,,
23.1219,1999-7,KEN,,
23.4935,1999-8,KEN,,
24.647,1999-9,KEN,,
24.5248,1999-10,KEN,,
24.6324,1999-11,KEN,,
24.4831,1999-12,KEN,,
24.4424,2000-1,KEN,,
25.4963,2000-2,KEN,,
26.6502,2000-3,KEN,,
26.403,2000-4,KEN,,
25.1022,2000-5,KEN,,
23.5271,2000-6,KEN,,
24.2789,2000-7,KEN,,
24.096,2000-8,KEN,,
24.0584,2000-9,KEN,,
24.6367,2000-10,KEN,,
26.3004,2000-11,KEN,,
24.5621,2000-12,KEN,,
25.6168,2001-1,KEN,,
26.8168,2001-2,KEN,,
27.3899,2001-3,KEN,,
25.5888,2001-4,KEN,,
24.6688,2001-5,KEN,,
23.4302,2001-6,KEN,,
22.9756,2001-7,KEN,,
23.2857,2001-8,KEN,,
24.815,2001-9,KEN,,
25.7873,2001-10,KEN,,
24.8486,2001-11,KEN,,
25.0503,2001-12,KEN,,
25.4603,2002-1,KEN,,
26.6051,2002-2,KEN,,
27.1469,2002-3,KEN,,
26.6341,2002-4,KEN,,
25.7351,2002-5,KEN,,
24.544,2002-6,KEN,,
23.5956,2002-7,KEN,,
24.494,2002-8,KEN,,
25.1729,2002-9,KEN,,
25.713,2002-10,KEN,,
25.6521,2002-11,KEN,,
25.7655,2002-12,KEN,,
25.7655,2003-1,KEN,,
26.2401,2003-2,KEN,,
26.9988,2003-3,KEN,,
27.2364,2003-4,KEN,,
25.8673,2003-5,KEN,,
24.3265,2003-6,KEN,,
23.6196,2003-7,KEN,,
23.9784,2003-8,KEN,,
24.501,2003-9,KEN,,
25.8809,2003-10,KEN,,
25.4867,2003-11,KEN,,
25.8265,2003-12,KEN,,
26.3589,2004-1,KEN,,
26.876,2004-2,KEN,,
26.7423,2004-3,KEN,,
25.8262,2004-4,KEN,,
25.3475,2004-5,KEN,,
24.3262,2004-6,KEN,,
23.6934,2004-7,KEN,,
24.4422,2004-8,KEN,,
24.7111,2004-9,KEN,,
24.3822,2004-10,KEN,,
24.8915,2004-11,KEN,,
25.0313,2004-12,KEN,,
24.9418,2005-1,KEN,,
27.1086,2005-2,KEN,,
27.0445,2005-3,KEN,,
25.883,2005-4,KEN,,
25.058,2005-5,KEN,,
24.3173,2005-6,KEN,,
23.4887,2005-7,KEN,,
23.7571,2005-8,KEN,,
25.2668,2005-9,KEN,,
25.0562,2005-10,KEN,,
25.2831,2005-11,KEN,,
24.4445,2005-12,KEN,,
25.6949,2006-1,KEN,,
26.849,2006-2,KEN,,
26.9949,2006-3,KEN,,
25.8669,2006-4,KEN,,
25.1409,2006-5,KEN,,
24.6351,2006-6,KEN,,
23.499,2006-7,KEN,,
23.8318,2006-8,KEN,,
24.017,2006-9,KEN,,
25.9516,2006-10,KEN,,
25.6062,2006-11,KEN,,
25.4813,2006-12,KEN,,
25.9299,2007-1,KEN,,
26.4264,2007-2,KEN,,
26.3835,2007-3,KEN,,
26.0108,2007-4,KEN,,
25.364,2007-5,KEN,,
23.7007,2007-6,KEN,,
22.8066,2007-7,KEN,,
23.6427,2007-8,KEN,,
24.664,2007-9,KEN,,
25.4026,2007-10,KEN,,
24.7043,2007-11,KEN,,
25.5996,2007-12,KEN,,
25.8659,2008-1,KEN,,
26.9585,2008-2,KEN,,
26.0484,2008-3,KEN,,
25.5195,2008-4,KEN,,
24.6383,2008-5,KEN,,
23.6178,2008-6,KEN,,
23.2208,2008-7,KEN,,
24.5258,2008-8,KEN,,
24.895,2008-9,KEN,,
25.3108,2008-10,KEN,,
24.5386,2008-11,KEN,,
24.4193,2008-12,KEN,,
25.6886,2009-1,KEN,,
26.4204,2009-2,KEN,,
27.1658,2009-3,KEN,,
26.7052,2009-4,KEN,,
25.318,2009-5,KEN,,
24.4893,2009-6,KEN,,
23.7839,2009-7,KEN,,
24.9515,2009-8,KEN,,
25.159,2009-9,KEN,,
25.5136,2009-10,KEN,,
25.5172,2009-11,KEN,,
26.6913,2009-12,KEN,,
26.3826,2010-1,KEN,,
26.4943,2010-2,KEN,,
27.0439,2010-3,KEN,,
26.6786,2010-4,KEN,,
24.9819,2010-5,KEN,,
24.15,2010-6,KEN,,
23.3629,2010-7,KEN,,
24.0117,2010-8,KEN,,
24.5616,2010-9,KEN,,
25.6294,2010-10,KEN,,
25.2363,2010-11,KEN,,
26.2019,2010-12,KEN,,
26.2354,2011-1,KEN,,
26.1567,2011-2,KEN,,
26.9268,2011-3,KEN,,
27.1329,2011-4,KEN,,
25.7885,2011-5,KEN,,
24.4103,2011-6,KEN,,
23.7832,2011-7,KEN,,
23.645,2011-8,KEN,,
24.7918,2011-9,KEN,,
25.1035,2011-10,KEN,,
25.1091,2011-11,KEN,,
25.1678,2011-12,KEN,,
24.8059,2012-1,KEN,,
25.8603,2012-2,KEN,,
26.3579,2012-3,KEN,,
26.0085,2012-4,KEN,,
25.638,2012-5,KEN,,
24.0494,2012-6,KEN,,
23.341,2012-7,KEN,,
23.2154,2012-8,KEN,,
25.0183,2012-9,KEN,,
25.5858,2012-10,KEN,,
24.923,2012-11,KEN,,
25.6655,2012-12,KEN,,
25.2206,2013-1,KEN,,
26.3958,2013-2,KEN,,
27.4341,2013-3,KEN,,
24.6741,2013-4,KEN,,
25.7978,2013-5,KEN,,
23.214,2013-6,KEN,,
23.8115,2013-7,KEN,,
23.5112,2013-8,KEN,,
25.3242,2013-9,KEN,,
24.9766,2013-10,KEN,,
25.5144,2013-11,KEN,,
25.5392,2013-12,KEN,,
25.4809,2014-1,KEN,,
26.969,2014-2,KEN,,
26.8811,2014-3,KEN,,
25.3992,2014-4,KEN,,
25.7504,2014-5,KEN,,
25.2813,2014-6,KEN,,
24.595,2014-7,KEN,,
24.0209,2014-8,KEN,,
24.6478,2014-9,KEN,,
25.8025,2014-10,KEN,,
24.9503,2014-11,KEN,,
25.6212,2014-12,KEN,,
25.037,2015-1,KEN,,
25.8811,2015-2,KEN,,
25.9173,2015-3,KEN,,
26.4535,2015-4,KEN,,
25.0145,2015-5,KEN,,
24.5622,2015-6,KEN,,
24.2829,2015-7,KEN,,
24.2959,2015-8,KEN,,
25.2014,2015-9,KEN,,
27.0425,2015-10,KEN,,
25.1404,2015-11,KEN,,
26.5248,2015-12,KEN,,
